iter	Logloss
898	0.03470422993
899	0.0346778309
900	0.03465483672
901	0.03463119286
902	0.03459860137
903	0.03455671039
904	0.03452128219
905	0.03449543099
906	0.03443774044
907	0.03440379207
908	0.03433571862
909	0.0342862088
910	0.03426322444
911	0.03422464724
912	0.03420569618
913	0.03414901259
914	0.03412416723
915	0.03405788338
916	0.03403350643
917	0.03399062462
918	0.03392679472
919	0.03389001319
920	0.03387310716
921	0.0338346208
922	0.03381659997
923	0.03375881133
924	0.03373672424
925	0.03368434405
926	0.03367442492
927	0.033629635
928	0.03359183525
929	0.03358222265
930	0.03352912443
931	0.03350615764
932	0.03346830813
933	0.03343165883
934	0.03337921003
935	0.03334364761
936	0.03329559042
937	0.03327243913
938	0.03324017405
939	0.03322834249
940	0.03319108936
941	0.03314483664
942	0.03312216002
943	0.03307176209
944	0.03306264706
945	0.03300558556
946	0.03295899172
947	0.03291272493
948	0.03288126881
949	0.03284425307
950	0.0328067949
951	0.03275359527
952	0.03272889581
953	0.03272006855
954	0.03271150244
955	0.03270162059
956	0.03268025649
957	0.03265716191
958	0.03264315597
959	0.03261971346
960	0.03258744735
961	0.03257915098
962	0.03256854138
963	0.03250934969
964	0.03245911645
965	0.03239069486
966	0.03236213969
967	0.03233962746
968	0.03230449282
969	0.03226117437
970	0.0322400788
971	0.0322030076
972	0.03218165329
973	0.03214062674
974	0.03210501695
975	0.03207661604
976	0.0320604535
977	0.03203486752
978	0.03201455808
979	0.03194890657
980	0.03193335782
981	0.03190579709
982	0.031872792
983	0.03183703509
984	0.0317931547
985	0.03176281955
986	0.03173251848
987	0.03169813306
988	0.03166794528
989	0.03165087648
990	0.03160569255
991	0.03155623358
992	0.03151389261
993	0.03148509786
994	0.03146274923
995	0.03142897592
996	0.03139398831
997	0.03135948375
998	0.03133100408
999	0.03130204606
